Source,Main Measure,Detailed Measure,Region,Age,Race,Units,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,
REMI v3.1,Income,Less: Contributions for Government Social Insurance,Kitsap County,NA,NA,Billions of Current Dollars,0.467,0.526,0.563,0.609,0.647,0.683,0.7,0.724,0.746,0.764,0.707,0.713,0.795,0.83,0.877,0.91,0.949,0.968,0.994,1.062,1.098,1.161,1.194,1.209,1.24,1.276,1.309,1.343,1.386,1.432,1.479,1.524,1.57,1.617,1.665,1.714,1.763,1.813,1.865,1.918,1.972,2.028,2.086,2.147,2.21,2.275,2.344,2.417,2.492,2.57,2.649,2.732,2.818,2.906,2.997,3.091,3.188,3.287,3.389,3.494,
REMI v3.1,Income,Less: Contributions for Government Social Insurance,Pierce County,NA,NA,Billions of Current Dollars,1.515,1.607,1.727,1.889,2.019,2.142,2.29,2.356,2.396,2.465,2.291,2.342,2.702,2.786,2.938,3.023,3.217,3.391,3.515,3.669,3.866,4.246,4.446,4.599,4.801,5.018,5.216,5.412,5.617,5.829,6.036,6.265,6.491,6.725,6.964,7.205,7.454,7.71,7.978,8.257,8.545,8.843,9.154,9.48,9.82,10.177,10.55,10.943,11.358,11.783,12.222,12.681,13.155,13.645,14.15,14.672,15.209,15.76,16.326,16.906,
REMI v3.1,Income,Less: Contributions for Government Social Insurance,Snohomish County,NA,NA,Billions of Current Dollars,1.46,1.494,1.539,1.639,1.81,1.968,2.18,2.182,2.14,2.167,2.093,2.207,2.581,2.701,2.845,2.959,3.059,3.178,3.277,3.323,3.382,3.744,3.932,4.119,4.374,4.626,4.863,5.099,5.36,5.64,5.935,6.233,6.522,6.811,7.096,7.367,7.645,7.932,8.232,8.546,8.874,9.217,9.576,9.955,10.347,10.76,11.19,11.641,12.12,12.608,13.112,13.637,14.179,14.739,15.316,15.911,16.52,17.144,17.786,18.445,
REMI v3.1,Income,Plus: Adjustment for Residence,Region,NA,NA,Billions of Current Dollars,-1.61,-1.695,-1.784,-1.885,-2.063,-2.258,-2.585,-2.695,-2.62,-2.437,-2.456,-2.471,-2.31,-2.283,-2.421,-2.577,-2.549,-2.516,-2.904,-3.507,-4.389,-4.964,-5.357,-5.663,-6.063,-6.36,-6.61,-6.88,-7.182,-7.513,-7.814,-8.216,-8.572,-8.919,-9.251,-9.554,-9.853,-10.176,-10.513,-10.876,-11.262,-11.678,-12.122,-12.597,-13.09,-13.619,-14.178,-14.773,-15.408,-16.05,-16.711,-17.397,-18.106,-18.833,-19.574,-20.335,-21.106,-21.881,-22.661,-23.443,
REMI v3.1,Income,Plus: Adjustment for Residence,King County,NA,NA,Billions of Current Dollars,-9.743,-9.299,-9.041,-9.313,-10.331,-11.196,-11.516,-11.77,-10.469,-9.55,-9.882,-9.885,-10.617,-11.625,-12.63,-14.073,-15.683,-17.115,-19.597,-22.284,-27.9,-31.1,-33.254,-35.109,-37.421,-39.412,-41.245,-43.2,-45.302,-47.542,-49.677,-52.333,-54.784,-57.237,-59.664,-61.981,-64.364,-66.849,-69.458,-72.186,-75.046,-78.057,-81.219,-84.563,-88.039,-91.715,-95.561,-99.613,-103.928,-108.357,-112.946,-117.757,-122.76,-127.967,-133.382,-139,-144.772,-150.695,-156.777,-163.022,
REMI v3.1,Income,Plus: Adjustment for Residence,Kitsap County,NA,NA,Billions of Current Dollars,1.048,0.962,0.918,0.926,0.921,0.876,0.927,0.874,0.806,0.768,0.714,0.738,0.863,0.964,0.978,1.034,1.238,1.641,2.049,1.996,2.581,2.928,3.134,3.31,3.536,3.73,3.899,4.068,4.241,4.423,4.597,4.808,5.005,5.2,5.392,5.575,5.767,5.969,6.184,6.412,6.655,6.912,7.183,7.471,7.771,8.09,8.424,8.774,9.146,9.53,9.926,10.342,10.772,11.219,11.684,12.164,12.657,13.161,13.679,14.211,
REMI v3.1,Income,Plus: Adjustment for Residence,Pierce County,NA,NA,Billions of Current Dollars,2.933,2.738,2.48,2.412,2.841,3.075,3.1,3.002,2.297,1.756,2.068,2.051,2.545,3.124,3.445,4.021,4.339,4.522,5.007,5.645,6.933,7.688,8.263,8.79,9.458,10.048,10.599,11.178,11.804,12.473,13.13,13.904,14.618,15.323,16.013,16.661,17.327,18.017,18.744,19.503,20.303,21.15,22.044,22.99,23.979,25.022,26.113,27.262,28.487,29.752,31.064,32.445,33.886,35.392,36.965,38.602,40.288,42.026,43.82,45.675,
REMI v3.1,Income,Plus: Adjustment for Residence,Snohomish County,NA,NA,Billions of Current Dollars,4.151,3.903,3.858,4.09,4.507,4.987,4.904,5.199,4.746,4.589,4.645,4.625,4.899,5.254,5.786,6.441,7.558,8.436,9.636,11.137,13.997,15.52,16.501,17.345,18.364,19.273,20.137,21.073,22.076,23.134,24.136,25.405,26.589,27.796,29.007,30.19,31.417,32.688,34.017,35.395,36.826,38.317,39.871,41.505,43.198,44.984,46.846,48.804,50.886,53.026,55.246,57.573,59.996,62.523,65.159,67.899,70.722,73.626,76.617,79.692,
REMI v3.1,Income,Equals: Net Earnings by Place of Residence,Region,NA,NA,Billions of Current Dollars,91.352,92.065,93.995,98.369,104.024,112.945,121.047,123.649,115.865,118.269,127.005,139.256,145.16,154.484,162.435,172.533,185.865,203.448,216.4,225.213,246.853,272.044,287.634,302.071,319.304,335.654,350.784,366.783,384.215,402.763,420.857,441.94,461.749,481.989,502.192,521.758,542.134,563.368,585.729,609.147,633.696,659.458,686.497,715.111,744.88,776.375,809.318,844.077,881.049,919.071,958.559,1000.015,1043.161,1088.054,1134.775,1183.355,1233.444,1285.158,1338.613,1393.895,
REMI v3.1,Income,Equals: Net Earnings by Place of Residence,King County,NA,NA,Billions of Current Dollars,58.293,58.169,59.251,61.344,64.048,69.648,74.714,76.14,70.826,72.951,79.42,89.099,93.055,99.468,104.409,111.051,120.761,133.808,141.53,147.143,160.734,177.813,188.214,198.292,209.575,220.474,230.543,241.293,252.997,265.515,277.694,292.168,305.623,319.392,333.099,346.317,360.136,374.561,389.784,405.746,422.505,440.131,458.651,478.26,498.67,520.292,542.907,566.794,592.226,618.398,645.623,674.224,704.037,735.102,767.464,801.168,835.946,871.896,909.102,947.643,
REMI v3.1,Income,Equals: Net Earnings by Place of Residence,Kitsap County,NA,NA,Billions of Current Dollars,4.72,5.055,5.285,5.61,5.872,6.043,6.193,6.315,6.237,6.396,6.458,6.633,6.654,6.98,7.292,7.697,8.118,8.703,9.408,9.802,10.753,11.512,12.019,12.378,12.911,13.414,13.875,14.353,14.903,15.479,16.04,16.644,17.243,17.85,18.463,19.069,19.692,20.339,21.013,21.714,22.445,23.206,24.002,24.843,25.717,26.636,27.601,28.618,29.69,30.792,31.928,33.119,34.353,35.627,36.951,38.32,39.73,41.183,42.678,44.215,
REMI v3.1,Income,Equals: Net Earnings by Place of Residence,Pierce County,NA,NA,Billions of Current Dollars,13.869,14.3,14.81,15.905,17.148,18.424,19.628,20.204,19.12,19.089,19.996,20.791,21.828,23.05,24.402,25.879,27.433,29.092,31.138,32.346,35.654,38.921,41.078,42.831,45.177,47.377,49.414,51.518,53.766,56.109,58.361,60.939,63.423,65.97,68.553,71.107,73.747,76.486,79.361,82.361,85.493,88.757,92.175,95.787,99.553,103.523,107.684,112.068,116.722,121.511,126.469,131.67,137.071,142.676,148.495,154.533,160.757,167.171,173.783,180.602,
REMI v3.1,Income,Equals: Net Earnings by Place of Residence,Snohomish County,NA,NA,Billions of Current Dollars,14.47,14.542,14.648,15.509,16.955,18.831,20.511,20.99,19.683,19.833,21.131,22.732,23.623,24.986,26.331,27.906,29.552,31.845,34.323,35.922,39.712,43.798,46.324,48.57,51.641,54.388,56.953,59.619,62.549,65.661,68.762,72.189,75.459,78.777,82.078,85.265,88.559,91.982,95.571,99.325,103.254,107.365,111.67,116.22,120.941,125.923,131.126,136.597,142.411,148.371,154.539,161.003,167.7,174.648,181.866,189.335,197.011,204.909,213.05,221.435,
REMI v3.1,Income,Plus: Property Income,Region,NA,NA,Billions of Current Dollars,23.585,23.33,24.906,31.729,30.614,35.765,40.107,41.364,34.628,34.063,37.081,44.015,43.66,51.504,57.675,61.334,65.111,66.421,76.198,76.056,78.605,82.94,87.041,91.5,94.326,99.432,105.27,110.642,115.747,121.047,126.444,132.25,138.382,144.745,151.426,158.232,165.235,172.529,180.184,188.22,196.714,205.673,215.156,225.259,235.942,247.364,259.54,272.627,286.612,301.335,316.839,333.181,350.36,368.56,387.844,408.037,428.715,450.047,472.034,494.765,
REMI v3.1,Income,Plus: Property Income,King County,NA,NA,Billions of Current Dollars,15.229,15.172,16.204,22.623,21.417,25.444,28.546,28.267,23.051,22.462,24.328,30.045,29.893,36.726,42.028,45.18,47.821,48.019,55.997,55.816,57.94,61.069,64.076,67.361,69.414,73.145,77.411,81.348,85.094,89.007,93.006,97.335,101.931,106.739,111.798,116.951,122.255,127.802,133.655,139.795,146.314,153.186,160.482,168.238,176.475,185.3,194.728,204.896,215.799,227.301,239.47,252.298,265.842,280.255,295.598,311.683,328.147,345.129,362.64,380.744,
REMI v3.1,Income,Plus: Property Income,Kitsap County,NA,NA,Billions of Current Dollars,1.714,1.636,1.766,1.96,2.063,2.274,2.474,2.696,2.389,2.367,2.6,2.83,2.794,2.962,3.15,3.267,3.435,3.581,4,3.969,4.077,4.299,4.492,4.692,4.814,5.05,5.324,5.568,5.797,6.025,6.253,6.488,6.734,6.979,7.231,7.489,7.748,8.015,8.283,8.564,8.857,9.166,9.485,9.831,10.182,10.55,10.944,11.368,11.804,12.264,12.738,13.244,13.767,14.311,14.882,15.481,16.105,16.763,17.442,18.142,
REMI v3.1,Income,Plus: Property Income,Pierce County,NA,NA,Billions of Current Dollars,3.732,3.683,3.922,3.955,4.067,4.637,5.199,5.662,5.064,5.148,5.613,6.148,6.009,6.375,6.725,6.809,7.264,7.711,8.399,8.447,8.639,9.139,9.588,10.068,10.382,10.951,11.6,12.189,12.742,13.312,13.887,14.498,15.131,15.77,16.442,17.128,17.838,18.57,19.328,20.127,20.959,21.836,22.753,23.737,24.772,25.864,27.011,28.23,29.522,30.869,32.262,33.729,35.26,36.862,38.526,40.274,42.082,43.953,45.876,47.874,
REMI v3.1,Income,Plus: Property Income,Snohomish County,NA,NA,Billions of Current Dollars,2.909,2.839,3.013,3.191,3.067,3.41,3.888,4.739,4.123,4.086,4.54,4.992,4.963,5.441,5.772,6.078,6.591,7.109,7.801,7.824,7.948,8.433,8.885,9.379,9.716,10.286,10.935,11.537,12.114,12.703,13.298,13.929,14.587,15.258,15.954,16.665,17.393,18.142,18.918,19.733,20.584,21.485,22.437,23.455,24.514,25.65,26.858,28.132,29.486,30.901,32.368,33.909,35.492,37.131,38.839,40.599,42.381,44.203,46.075,48.005,
REMI v3.1,Income,Plus: Personal Current Transfer Receipts,Region,NA,NA,Billions of Current Dollars,12.816,13.824,14.359,14.29,14.992,15.988,17.253,19.983,22.779,25.295,24.97,24.85,25.318,27.438,27.975,29.446,30.154,31.38,33.374,47.325,51.299,42.359,42.963,44.221,46.243,48.805,51.82,54.8,57.977,61.339,64.966,68.741,73.005,76.87,80.905,85.227,89.546,93.989,98.573,103.377,108.363,113.584,119.024,124.613,130.733,137.085,143.878,150.967,158.036,165.992,174.32,182.794,191.691,201.063,210.964,221.324,231.97,242.976,254.342,266.103,
REMI v3.1,Income,Plus: Personal Current Transfer Receipts,King County,NA,NA,Billions of Current Dollars,6.758,7.241,7.457,7.325,7.642,8.093,8.695,10.058,11.446,12.69,12.454,12.362,12.585,13.623,13.878,14.525,14.8,15.324,16.291,23.696,25.056,20.561,20.861,21.546,22.546,23.801,25.272,26.732,28.294,29.957,31.757,33.646,35.796,37.769,39.838,42.048,44.257,46.547,48.93,51.435,54.059,56.813,59.705,62.685,65.973,69.411,73.106,76.999,80.923,85.344,90.016,94.787,99.837,105.201,110.917,116.916,123.073,129.435,136.001,142.799,
REMI v3.1,Income,Plus: Personal Current Transfer Receipts,Kitsap County,NA,NA,Billions of Current Dollars,0.875,0.938,0.991,1.024,1.103,1.197,1.291,1.493,1.663,1.845,1.854,1.873,1.905,2.07,2.129,2.243,2.323,2.454,2.62,3.406,3.782,3.309,3.36,3.428,3.567,3.749,3.962,4.172,4.391,4.62,4.866,5.116,5.399,5.646,5.901,6.174,6.443,6.714,6.985,7.264,7.55,7.843,8.142,8.446,8.771,9.099,9.45,9.815,10.163,10.559,10.967,11.383,11.818,12.27,12.746,13.246,13.769,14.321,14.895,15.489,
REMI v3.1,Income,Plus: Personal Current Transfer Receipts,Pierce County,NA,NA,Billions of Current Dollars,3.017,3.227,3.392,3.432,3.627,3.889,4.212,4.854,5.517,6.144,6.131,6.116,6.246,6.788,6.889,7.296,7.513,7.849,8.347,11.32,12.717,10.647,10.75,10.974,11.435,12.041,12.773,13.485,14.239,15.037,15.895,16.784,17.774,18.659,19.587,20.582,21.585,22.609,23.66,24.755,25.88,27.052,28.259,29.496,30.844,32.224,33.682,35.187,36.677,38.344,40.066,41.812,43.638,45.551,47.547,49.639,51.807,54.059,56.386,58.8,
REMI v3.1,Income,Plus: Personal Current Transfer Receipts,Snohomish County,NA,NA,Billions of Current Dollars,2.166,2.418,2.519,2.509,2.62,2.808,3.054,3.578,4.153,4.616,4.531,4.499,4.583,4.958,5.08,5.382,5.518,5.752,6.117,8.903,9.743,7.842,7.992,8.273,8.695,9.214,9.813,10.411,11.053,11.724,12.448,13.195,14.037,14.795,15.579,16.423,17.261,18.119,18.999,19.922,20.875,21.875,22.918,23.985,25.145,26.351,27.64,28.966,30.273,31.744,33.271,34.812,36.398,38.041,39.755,41.523,43.321,45.161,47.06,49.015,
REMI v3.1,Income,Equals: Personal Income,Region,NA,NA,Billions of Current Dollars,127.753,129.219,133.26,144.388,149.63,164.698,178.407,184.996,173.272,177.627,189.056,208.121,214.138,233.426,248.085,263.313,281.13,301.248,325.972,348.594,376.756,397.342,417.638,437.792,459.873,483.891,507.875,532.224,557.938,585.149,612.267,642.932,673.137,703.604,734.523,765.218,796.914,829.887,864.487,900.743,938.774,978.715,1020.678,1064.983,1111.555,1160.824,1212.737,1267.671,1325.698,1386.398,1449.718,1515.99,1585.212,1657.677,1733.583,1812.717,1894.129,1978.18,2064.989,2154.764,
REMI v3.1,Income,Equals: Personal Income,King County,NA,NA,Billions of Current Dollars,80.28,80.582,82.912,91.291,93.108,103.185,111.956,114.466,105.323,108.102,116.201,131.507,135.533,149.817,160.315,170.757,183.382,197.151,213.819,226.655,243.731,259.442,273.15,287.199,301.534,317.421,333.226,349.373,366.385,384.478,402.457,423.15,443.35,463.9,484.735,505.317,526.649,548.91,572.369,596.977,622.877,650.13,678.837,709.183,741.117,775.003,810.74,848.689,888.948,931.043,975.11,1021.309,1069.716,1120.559,1173.978,1229.767,1287.166,1346.459,1407.744,1471.186,
REMI v3.1,Income,Equals: Personal Income,Kitsap County,NA,NA,Billions of Current Dollars,7.309,7.628,8.042,8.595,9.038,9.514,9.959,10.504,10.289,10.609,10.913,11.336,11.352,12.012,12.571,13.206,13.877,14.739,16.028,17.177,18.612,19.12,19.871,20.498,21.293,22.213,23.161,24.094,25.091,26.124,27.16,28.248,29.376,30.475,31.595,32.731,33.883,35.068,36.282,37.543,38.852,40.216,41.629,43.12,44.669,46.285,47.995,49.8,51.657,53.615,55.633,57.746,59.937,62.208,64.578,67.048,69.605,72.267,75.015,77.847,
REMI v3.1,Income,Equals: Personal Income,Pierce County,NA,NA,Billions of Current Dollars,20.618,21.21,22.124,23.292,24.842,26.95,29.039,30.72,29.701,30.382,31.74,33.055,34.083,36.212,38.017,39.983,42.21,44.651,47.884,52.113,57.01,58.706,61.416,63.873,66.994,70.369,73.787,77.192,80.747,84.458,88.143,92.221,96.327,100.4,104.581,108.818,113.171,117.665,122.349,127.243,132.331,137.645,143.187,149.02,155.169,161.612,168.377,175.486,182.922,190.724,198.797,207.211,215.969,225.09,234.567,244.445,254.646,265.182,276.045,287.276,
REMI v3.1,Income,Equals: Personal Income,Snohomish County,NA,NA,Billions of Current Dollars,19.545,19.799,20.181,21.209,22.642,25.049,27.453,29.306,27.96,28.535,30.202,32.223,33.169,35.385,37.182,39.366,41.662,44.706,48.241,52.649,57.404,60.074,63.2,66.222,70.052,73.888,77.701,81.566,85.716,90.089,94.507,99.313,104.083,108.829,113.611,118.352,123.212,128.243,133.487,138.98,144.713,150.725,157.025,163.66,170.6,177.924,185.624,193.696,202.171,211.016,220.178,229.724,239.59,249.82,260.46,271.457,282.712,294.272,306.186,318.455,
REMI v3.1,Income,Less: Personal Current Taxes,Region,NA,NA,Billions of Current Dollars,15.546,13.081,12.212,12.327,14.218,16.642,19.047,18.387,13.426,14.439,17.687,18.869,21.487,24.025,27.123,29.779,31.128,32.061,35.263,35.746,43.896,53.651,51.328,53.088,54.449,60.313,66.142,68.749,71.948,75.407,78.89,82.722,86.773,90.778,94.833,98.866,103.023,107.347,111.88,116.631,121.607,126.828,132.306,138.061,144.118,150.504,157.227,164.317,171.759,179.572,187.712,196.204,205.072,214.353,224.068,234.2,244.636,255.42,266.569,278.111,
REMI v3.1,Income,Less: Personal Current Taxes,King County,NA,NA,Billions of Current Dollars,9.767,8.155,7.596,7.792,8.844,10.423,11.949,11.373,8.158,8.785,10.87,11.922,13.6,15.421,17.527,19.31,20.303,20.98,23.128,23.238,28.39,34.759,33.277,34.508,35.367,39.2,43.017,44.752,46.868,49.168,51.483,54.073,56.791,59.49,62.222,64.931,67.734,70.655,73.729,76.952,80.338,83.897,87.638,91.571,95.716,100.097,104.713,109.595,114.731,120.13,125.774,131.666,137.837,144.316,151.117,158.222,165.542,173.112,180.946,189.064,
REMI v3.1,Income,Less: Personal Current Taxes,Kitsap County,NA,NA,Billions of Current Dollars,0.89,0.772,0.737,0.734,0.859,0.962,1.063,1.044,0.797,0.863,1.021,1.028,1.139,1.236,1.374,1.494,1.537,1.569,1.734,1.762,2.169,2.592,2.453,2.498,2.531,2.777,3.021,3.113,3.233,3.36,3.488,3.618,3.764,3.905,4.048,4.193,4.341,4.493,4.649,4.811,4.98,5.157,5.34,5.533,5.733,5.943,6.164,6.397,6.637,6.89,7.15,7.422,7.704,7.996,8.301,8.617,8.945,9.285,9.636,9.998,
REMI v3.1,Income,Less: Personal Current Taxes,Pierce County,NA,NA,Billions of Current Dollars,2.51,2.148,2.028,1.989,2.361,2.724,3.101,3.054,2.302,2.471,2.97,2.997,3.42,3.727,4.157,4.523,4.675,4.753,5.181,5.345,6.644,8.08,7.721,7.94,8.138,8.997,9.847,10.21,10.653,11.124,11.593,12.1,12.647,13.185,13.735,14.289,14.858,15.447,16.061,16.703,17.372,18.069,18.796,19.561,20.365,21.208,22.093,23.022,23.992,25.01,26.062,27.158,28.298,29.485,30.717,32.002,33.328,34.698,36.111,37.572,
REMI v3.1,Income,Less: Personal Current Taxes,Snohomish County,NA,NA,Billions of Current Dollars,2.38,2.006,1.851,1.812,2.153,2.533,2.933,2.915,2.168,2.321,2.827,2.922,3.328,3.641,4.065,4.453,4.614,4.759,5.22,5.402,6.692,8.22,7.876,8.142,8.413,9.339,10.256,10.675,11.194,11.755,12.326,12.931,13.571,14.198,14.829,15.452,16.09,16.752,17.442,18.164,18.917,19.706,20.531,21.397,22.303,23.256,24.256,25.303,26.398,27.542,28.726,29.958,31.233,32.556,33.933,35.358,36.82,38.324,39.876,41.476,
REMI v3.1,Income,Equals: Disposable Personal Income,Region,NA,NA,Billions of Current Dollars,112.208,116.138,121.048,132.061,135.412,148.056,159.36,166.61,159.846,163.187,171.368,189.252,192.651,209.401,220.962,233.534,250.002,269.187,290.709,312.848,332.86,343.691,366.31,384.705,405.424,423.578,441.733,463.475,485.991,509.742,533.376,560.21,586.363,612.826,639.69,666.352,693.891,722.54,752.606,784.112,817.167,851.887,888.372,926.922,967.437,1010.32,1055.51,1103.354,1153.939,1206.826,1262.006,1319.786,1380.14,1443.325,1509.515,1578.517,1649.493,1722.761,1798.42,1876.653,
REMI v3.1,Income,Equals: Disposable Personal Income,King County,NA,NA,Billions of Current Dollars,70.514,72.427,75.316,83.5,84.263,92.762,100.007,103.093,97.165,99.317,105.331,119.584,121.934,134.397,142.788,151.448,163.08,176.171,190.691,203.418,215.341,224.683,239.873,252.691,266.167,278.221,290.209,304.621,319.517,335.31,350.974,369.076,386.559,404.41,422.513,440.385,458.915,478.255,498.64,520.024,542.54,566.233,591.199,617.612,645.401,674.906,706.027,739.095,774.218,810.912,849.336,889.643,931.879,976.243,1022.861,1071.544,1121.624,1173.347,1226.798,1282.121,
REMI v3.1,Income,Equals: Disposable Personal Income,Kitsap County,NA,NA,Billions of Current Dollars,6.42,6.856,7.305,7.861,8.179,8.553,8.895,9.46,9.491,9.746,9.892,10.308,10.213,10.775,11.197,11.713,12.34,13.17,14.294,15.415,16.443,16.528,17.418,18,18.761,19.436,20.14,20.981,21.858,22.764,23.672,24.63,25.612,26.57,27.547,28.538,29.543,30.576,31.633,32.731,33.872,35.059,36.289,37.587,38.936,40.343,41.831,43.403,45.02,46.725,48.483,50.324,52.233,54.212,56.278,58.43,60.66,62.982,65.378,67.849,
REMI v3.1,Income,Equals: Disposable Personal Income,Pierce County,NA,NA,Billions of Current Dollars,18.109,19.062,20.096,21.302,22.48,24.226,25.938,27.666,27.398,27.911,28.77,30.058,30.664,32.485,33.86,35.46,37.535,39.898,42.703,46.768,50.366,50.626,53.695,55.934,58.856,61.372,63.939,66.982,70.094,73.334,76.55,80.121,83.68,87.215,90.847,94.528,98.312,102.218,106.288,110.54,114.959,119.576,124.391,129.459,134.804,140.404,146.284,152.464,158.929,165.715,172.735,180.053,187.671,195.605,203.849,212.443,221.317,230.484,239.934,249.704,
REMI v3.1,Income,Equals: Disposable Personal Income,Snohomish County,NA,NA,Billions of Current Dollars,17.166,17.793,18.331,19.397,20.489,22.516,24.52,26.391,25.792,26.213,27.375,29.301,29.841,31.743,33.117,34.913,37.047,39.947,43.021,47.247,50.711,51.854,55.324,58.08,61.64,64.55,67.445,70.892,74.521,78.334,82.181,86.382,90.512,94.631,98.782,102.901,107.122,111.491,116.045,120.816,125.796,131.019,136.493,142.262,148.296,154.668,161.368,168.393,175.772,183.474,191.452,199.766,208.357,217.264,226.527,236.099,245.892,255.948,266.309,276.979,
REMI v3.1,GDP,Gross Domestic Product (GDP),Region,NA,NA,Billions of Fixed (2012) Dollars,198.206,199.932,201.376,206.38,220.43,230.14,243.564,249.111,240.212,247.32,256.733,268.602,278.058,288.742,300.045,311.957,327.886,349.995,364.133,367.846,392.94,416.94,427.927,439.299,456.734,472.404,487.311,501.251,516.159,531.817,548.796,563.841,578.999,593.81,607.757,620.498,633.406,646.606,660.225,674.22,688.578,703.355,718.579,734.309,750.476,767.252,784.528,802.391,820.841,839.572,858.674,878.27,898.282,918.756,939.732,961.145,982.783,1004.715,1026.992,1049.633,
REMI v3.1,GDP,Gross Domestic Product (GDP),King County,NA,NA,Billions of Fixed (2012) Dollars,137.798,138.15,139.106,141.734,150.068,156.088,164.624,169.532,161.663,166.794,174.859,185.425,192.592,200.543,207.529,218.164,232.513,251.626,264.8,271.646,293.244,312.722,321.831,331.463,345.002,357.344,369.189,380.459,392.43,405.048,418.913,431.095,443.391,455.379,466.631,476.877,487.281,497.93,508.928,520.22,531.812,543.765,556.081,568.8,581.869,595.431,609.38,623.802,638.706,653.84,669.291,685.139,701.346,717.952,734.983,752.383,769.973,787.814,805.95,824.399,
REMI v3.1,GDP,Gross Domestic Product (GDP),Kitsap County,NA,NA,Billions of Fixed (2012) Dollars,9.483,9.925,9.941,10.264,10.625,10.704,10.687,11.241,10.911,10.944,11.16,11.075,10.991,11.127,11.478,12.094,12.127,12.275,12.354,12.44,13.002,13.145,13.202,13.213,13.45,13.667,13.855,14.013,14.224,14.44,14.717,14.804,14.981,15.16,15.337,15.507,15.674,15.843,16.014,16.185,16.358,16.535,16.716,16.906,17.101,17.305,17.521,17.747,17.978,18.214,18.452,18.7,18.952,19.207,19.469,19.737,20.008,20.283,20.561,20.84,
REMI v3.1,GDP,Gross Domestic Product (GDP),Pierce County,NA,NA,Billions of Fixed (2012) Dollars,26.466,27.609,27.833,29.622,32.323,33.125,34.802,34.43,35.143,36.125,35.774,36.074,36.865,36.782,38.062,38.419,39.091,40.74,41.771,41.332,43.488,45.22,45.913,46.482,47.823,49.032,50.109,51.029,51.974,52.921,53.82,54.694,55.582,56.496,57.412,58.31,59.212,60.133,61.082,62.058,63.053,64.059,65.094,66.168,67.277,68.432,69.635,70.882,72.169,73.478,74.806,76.173,77.562,78.973,80.408,81.871,83.348,84.834,86.333,87.845,
REMI v3.1,GDP,Gross Domestic Product (GDP),Snohomish County,NA,NA,Billions of Fixed (2012) Dollars,24.459,24.248,24.496,24.761,27.415,30.222,33.451,33.908,32.494,33.457,34.94,36.028,37.61,40.29,42.977,43.28,44.155,45.354,45.209,42.427,43.206,45.853,46.981,48.141,50.459,52.361,54.157,55.75,57.531,59.409,61.346,63.248,65.044,66.774,68.377,69.804,71.239,72.701,74.202,75.758,77.355,78.996,80.687,82.436,84.228,86.083,87.993,89.961,91.988,94.041,96.125,98.258,100.422,102.624,104.871,107.154,109.455,111.783,114.148,116.548,
REMI v3.1,GDP,Personal Consumption Expenditures,Region,NA,NA,Billions of Fixed (2012) Dollars,125.04,126.909,129.672,135.581,139.641,146.336,150.484,150.617,145.597,150.323,153.611,159.811,165.243,170.819,178.377,185.259,190.427,201.395,206.789,202.994,219.673,235.389,241.716,246.064,251.778,258.111,264.463,270.923,278.136,285.817,293.094,302.125,309.904,318.01,325.87,333.2,340.689,348.365,356.398,364.664,373.153,381.902,390.925,400.327,410.03,420.292,430.948,442.133,453.878,465.766,477.928,490.489,503.322,516.496,530.055,543.883,557.659,571.481,585.402,599.415,
REMI v3.1,GDP,Personal Consumption Expenditures,King County,NA,NA,Billions of Fixed (2012) Dollars,78.372,78.961,80.491,85.556,86.726,91.54,94.269,93.026,88.335,91.318,94.372,100.992,104.588,109.651,115.259,120.114,124.138,131.688,135.492,131.807,141.978,154.019,158.53,162.053,165.683,169.993,174.323,178.777,183.695,188.958,193.907,200.231,205.572,211.215,216.686,221.767,226.985,232.335,237.958,243.735,249.675,255.849,262.232,268.88,275.752,283.058,290.618,298.579,306.977,315.464,324.184,333.224,342.502,352.078,361.969,372.082,382.14,392.234,402.406,412.659,
REMI v3.1,GDP,Personal Consumption Expenditures,Kitsap County,NA,NA,Billions of Fixed (2012) Dollars,7.229,7.561,7.892,8.118,8.5,8.486,8.442,8.587,8.681,8.988,8.835,8.654,8.72,8.739,8.945,9.191,9.301,9.755,10.064,9.912,10.762,11.166,11.339,11.341,11.495,11.686,11.888,12.077,12.303,12.539,12.772,13.02,13.262,13.504,13.739,13.964,14.186,14.415,14.646,14.881,15.122,15.364,15.608,15.866,16.131,16.405,16.702,17.016,17.335,17.663,17.992,18.333,18.678,19.024,19.383,19.751,20.124,20.504,20.889,21.273,
REMI v3.1,GDP,Personal Consumption Expenditures,Pierce County,NA,NA,Billions of Fixed (2012) Dollars,20.144,20.771,21.464,21.812,23.114,23.848,24.416,24.914,24.851,25.64,25.601,25.165,26.083,26.276,27.14,27.935,28.426,29.692,30.24,30.217,33.076,34.43,35.142,35.417,36.21,37.036,37.873,38.694,39.61,40.57,41.477,42.575,43.568,44.573,45.56,46.51,47.478,48.467,49.492,50.554,51.634,52.702,53.793,54.928,56.104,57.329,58.623,59.971,61.366,62.793,64.238,65.714,67.214,68.737,70.283,71.865,73.467,75.076,76.693,78.324,
